tract,year,cdfi,cdfi_pp
21111000200,2016,78197.08478372381,27.90759628255668
21111000800,2014,575800.7648087149,249.264400350093
21111000900,2016,519.2369507551382,0.256793744191463
21111001000,2017,70208.2229450579,25.72672148957783
21111001100,2015,524.080738856452,0.1748101196986164
21111001200,2014,3664.1866851463674,1.1736664590475232
21111001200,2015,524.080738856452,0.16797459578732435
21111001400,2016,42328.196225558866,16.21769970327926
21111001700,2015,524.080738856452,0.23427838125009026
21111002300,2014,3664.1866851463674,1.407678326986695
21111002300,2016,51560.22920998522,21.3146875609695
21111002400,2016,5192.369507551382,1.0052990334078185
21111002800,2014,629716.65460444,328.14833486422094
21111002800,2015,1048.161477712904,0.5299097460631466
21111003000,2017,197387.15331128865,58.974351153656606
21111003600,2015,1048.161477712904,0.1970969307470673
21111003600,2016,1038.4739015102764,0.21757257521690265
21111003800,2016,81572.12496363222,23.121350613274437
21111003900,2014,1046.9104814703908,0.26989184879360423
21111003900,2015,2096.322955425808,0.5639825007871423
21111004000,2016,5192.369507551382,2.941852412210415
21111004100,2015,5764.888127420971,2.2536701045429908
21111004900,2014,5370.650769943104,1.4746432646741088
21111004900,2015,5240.807388564519,1.330154159534142
21111005200,2016,14075.475261070287,4.221798218677351
21111005900,2014,7851.8286110279305,1.613278942064502
21111005900,2015,1311250.0086188426,264.5249160013804
21111005900,2016,1038.4739015102764,0.20402237750693053
21111006200,2016,3842.353435588023,1.800540504024378
21111006400,2016,550.3911678004465,0.3045883607086035
21111006500,2015,60269.28496849197,18.18077977933393
21111006500,2016,103847.39015102763,34.35242810156389
21111007000,2015,7861.2110828467785,3.5410860733544047
21111007400,2015,52408.07388564519,22.263412865609684
21111007601,2016,1038.4739015102764,0.5105574737022008
21111007602,2014,8375.283851763126,2.2654270629600015
21111007603,2016,1069.6281185555847,0.4117121318535738
21111008100,2016,20769.47803020553,6.128497500798327
21111008200,2014,2385363.546910174,549.8763363093993
21111009000,2015,1048.161477712904,0.1486964786087252
21111009106,2016,1038.4739015102764,0.20592383531831773
21111009300,2014,6804.918129557539,1.3910298711278697
21111009300,2015,13102.018471411298,2.629871230712826
21111009300,2016,1038.4739015102764,0.21358986045048878
21111010001,2014,5234.552407351954,1.1861664190691035
21111010004,2014,523.4552407351954,0.1186704241068228
21111010103,2014,523.4552407351954,0.12363137476032011
21111010103,2015,56076.63905764035,13.98768746760797
21111010104,2014,150755.10933173625,52.20052262179233
21111010312,2014,5370.650769943104,1.6525079292132627
21111010313,2016,155771.08522654147,31.764087525803728
21111010314,2015,786.1211082846778,0.11552110334822598
21111010314,2016,7788.554261327073,1.1747442324776882
21111010318,2016,1557.7108522654146,0.27118921522726575
21111010319,2015,36685.65171995163,7.800478783744765
21111010320,2015,68130.49605133875,18.51372175308118
21111010320,2016,7819.708478372381,2.0736431923554446
21111010406,2016,258580.00147605882,43.37135214291493
21111010500,2014,8165.901755469047,2.1188120797792025
21111010601,2014,8375.283851763126,2.6588202704009927
21111010701,2015,262040.36942822594,52.251319925867584
21111010706,2016,31154.21704530829,9.518550884603817
21111010800,2016,2180.7951931715806,0.5813903474197762
21111010902,2016,519.2369507551382,0.1262735775182729
21111011002,2016,1069.6281185555847,0.19203377352883028
21111011003,2014,31407.314444111722,5.4545526995678575
21111011003,2016,565.9682763231007,0.08553245826252089
21111011004,2016,8307.791212082211,1.2771393100818158
21111011005,2016,519.2369507551382,0.17512207445367226
21111011102,2015,319165.1699635792,47.57268891989555
21111011200,2016,7269.317310571935,1.3947270357966108
21111011302,2014,2093.8209629407816,0.2886038542992118
21111011302,2015,56813.49657647253,7.738149901453626
21111011302,2016,4153.895606041106,0.5246142467846812
21111011404,2015,1048.161477712904,0.3132580626757035
21111011404,2016,15577.108522654145,4.564051720672179
21111011405,2014,2617.276203675977,0.4332521442933251
21111011405,2015,1572.2422165693556,0.24932480440364027
21111011406,2016,565.9682763231007,0.12200221520222045
21111011505,2016,6230.843409061658,0.8409830488678173
21111011506,2014,523.4552407351954,0.09000262048404323
21111011508,2014,3161.6696540405796,0.6129642601862311
21111011508,2016,1100.782335600893,0.17966090021232137
21111011509,2016,519.2369507551382,0.12615086267131637
21111011517,2016,10549.856365442898,1.8021620029796546
21111011520,2016,77885.54261327074,19.155322826677505
21111011706,2016,31154.21704530829,8.426891275441788
21111011712,2015,1048.161477712904,0.222681427175038
21111011713,2014,8375.283851763126,3.018120306941667
21111011907,2014,2721.967251823016,0.5790187729893673
21111012104,2014,26172.762036759766,7.0205906750965035
21111012202,2015,524.080738856452,0.07611920680558489
21111012204,2016,1557.7108522654146,0.35242326974330646
21111012407,2016,4153.895606041106,0.7808074447445688
21111012601,2015,4192.645910851616,0.5811013043453382
21111012601,2016,91048.19931491348,13.338441153664442
21111012603,2015,7861.2110828467785,2.5774462566710747
21111012604,2015,258445.1755596707,45.96215108655001
21111012701,2016,3634.6586552859676,1.1156103914321571
21111012801,2015,524.080738856452,0.16862314635020975
21111012802,2014,68604.04385075471,30.02365157582263
21111012802,2015,3249.300580910002,1.5773303790825253
21111013100,2014,2093.8209629407816,1.0375723304959275
